time,temperature,dewpoint,wind_speed,precipitation,month,year
2023-01-01 00:00:00,17.720489501953125,13.4176025390625,0.7436525821685791,0.002278272993862629,1,2023
2023-01-01 10:00:00,28.41796875,12.180877685546875,0.6209442615509033,0.000650304660666734,1,2023
2023-01-01 20:00:00,18.92205810546875,13.490570068359375,1.2600356340408325,0.001279511721804738,1,2023
2023-01-02 06:00:00,26.137451171875,13.7529296875,1.1283423900604248,0.0067195589654147625,1,2023
2023-01-02 16:00:00,21.720062255859375,13.70684814453125,1.3200386762619019,0.014965628273785114,1,2023
2023-01-03 02:00:00,17.320892333984375,13.978057861328125,1.1453032493591309,0.005491054151207209,1,2023
2023-01-03 12:00:00,26.591522216796875,13.5230712890625,0.5547158122062683,0.02449859119951725,1,2023
2023-01-03 22:00:00,18.680450439453125,14.361297607421875,1.1914461851119995,0.03217117488384247,1,2023
2023-01-04 08:00:00,26.207733154296875,13.7060546875,1.4598419666290283,0.11299504339694977,1,2023
2023-01-04 18:00:00,20.164581298828125,14.03564453125,1.8736437559127808,0.20265890657901764,1,2023
2023-01-05 04:00:00,20.92529296875,14.9815673828125,2.165562629699707,0.09486319124698639,1,2023
2023-01-05 14:00:00,22.77716064453125,15.497100830078125,1.5009918212890625,0.3216477632522583,1,2023
2023-01-06 00:00:00,18.049591064453125,15.10400390625,1.5699738264083862,0.21381555497646332,1,2023
2023-01-06 10:00:00,26.987457275390625,14.5823974609375,1.541904330253601,0.13331811130046844,1,2023
2023-01-06 20:00:00,19.161407470703125,14.991546630859375,1.6409956216812134,0.14473296701908112,1,2023
2023-01-07 06:00:00,24.930755615234375,12.863037109375,1.9755948781967163,0.029410768300294876,1,2023
2023-01-07 16:00:00,20.3289794921875,11.375885009765625,1.5376297235488892,0.05065454542636871,1,2023
2023-01-08 02:00:00,14.785614013671875,10.11322021484375,1.4546602964401245,0.011621509678661823,1,2023
2023-01-08 12:00:00,25.044921875,7.34405517578125,1.497153639793396,0.00022503762738779187,1,2023
2023-01-08 22:00:00,14.721710205078125,7.9150390625,1.2490034103393555,0.00020180927822366357,1,2023
2023-01-09 08:00:00,26.701568603515625,5.675872802734375,1.0222821235656738,1.501440601714421e-05,1,2023
2023-01-09 18:00:00,17.29278564453125,8.033935546875,1.2062894105911255,0.001118007698096335,1,2023
2023-01-10 04:00:00,20.885284423828125,9.10394287109375,1.0406874418258667,4.5051750930724666e-05,1,2023
2023-01-10 14:00:00,22.67340087890625,9.24835205078125,0.9183032512664795,0.00034694670466706157,1,2023
2023-01-11 00:00:00,14.78033447265625,9.7274169921875,0.49610885977745056,0.0002338890772080049,1,2023
2023-01-11 10:00:00,28.74151611328125,7.719879150390625,0.5702216625213623,1.2842540854762774e-05,1,2023
2023-01-11 20:00:00,17.33642578125,10.3958740234375,0.21562841534614563,1.2753104783769231e-05,1,2023
2023-01-12 06:00:00,26.38604736328125,9.98443603515625,0.7925405502319336,1.385188807034865e-05,1,2023
2023-01-12 16:00:00,20.723876953125,11.04339599609375,0.44714343547821045,1.5240842913044617e-05,1,2023
2023-01-13 02:00:00,15.08038330078125,11.5980224609375,0.5074208378791809,6.656234472757205e-05,1,2023
2023-01-13 12:00:00,26.68194580078125,10.05322265625,0.6432002186775208,0.001080766087397933,1,2023
2023-01-13 22:00:00,16.145477294921875,11.31280517578125,0.2677251398563385,0.0014441750245168805,1,2023
2023-01-14 08:00:00,27.402435302734375,10.276397705078125,0.20087000727653503,3.7955877019157924e-07,1,2023
2023-01-14 18:00:00,18.630035400390625,11.04132080078125,1.065008521080017,2.766196303127799e-07,1,2023
2023-01-15 04:00:00,21.22332763671875,11.39862060546875,0.8043748140335083,4.092960080015473e-05,1,2023
2023-01-15 14:00:00,23.09417724609375,11.827606201171875,0.614196240901947,0.0009774081408977509,1,2023
2023-01-16 00:00:00,15.637786865234375,11.80938720703125,0.5937342643737793,0.0007023164653219283,1,2023
2023-01-16 10:00:00,28.708526611328125,10.475494384765625,0.5493417978286743,0.0006400079582817852,1,2023
2023-01-16 20:00:00,17.92535400390625,11.88153076171875,0.6149543523788452,0.0015067622298374772,1,2023
2023-01-17 06:00:00,25.9268798828125,11.088897705078125,0.8973113298416138,0.0001591817126609385,1,2023
2023-01-17 16:00:00,21.068511962890625,11.645660400390625,0.5993301272392273,0.0009496359853073955,1,2023
2023-01-18 02:00:00,15.54559326171875,11.826324462890625,0.8329271078109741,0.0002530365309212357,1,2023
2023-01-18 12:00:00,27.535064697265625,10.829681396484375,0.6054434776306152,8.277698361780494e-05,1,2023
2023-01-18 22:00:00,17.352569580078125,12.11968994140625,1.0933171510696411,0.00041115330532193184,1,2023
2023-01-19 08:00:00,28.782806396484375,11.709136962890625,0.9867087006568909,0.0005162112065590918,1,2023
2023-01-19 18:00:00,20.187225341796875,12.808837890625,1.1854647397994995,0.0015747648430988193,1,2023
2023-01-20 04:00:00,22.760955810546875,13.719573974609375,1.762069582939148,0.0016388639342039824,1,2023
2023-01-20 14:00:00,24.184356689453125,12.11236572265625,0.6595911979675293,0.005876915063709021,1,2023
2023-01-21 00:00:00,17.26971435546875,12.7666015625,0.8503732085227966,0.004407153464853764,1,2023
2023-01-21 10:00:00,28.87054443359375,10.6640625,0.5751187801361084,0.005334663204848766,1,2023
2023-01-21 20:00:00,18.8880615234375,12.456085205078125,0.5746198892593384,0.005750427953898907,1,2023
2023-01-22 06:00:00,26.45465087890625,11.7159423828125,1.2338330745697021,0.0026673658285290003,1,2023
2023-01-22 16:00:00,21.80584716796875,12.018035888671875,0.6829464435577393,0.003774665528908372,1,2023
2023-01-23 02:00:00,16.772003173828125,13.3165283203125,0.946250319480896,0.0010080913780257106,1,2023
2023-01-23 12:00:00,27.318695068359375,11.732330322265625,0.80307936668396,0.0009659820352680981,1,2023
2023-01-23 22:00:00,18.4017333984375,13.217010498046875,0.8888188004493713,0.0010838855523616076,1,2023
2023-01-24 08:00:00,28.27099609375,12.967132568359375,1.8430006504058838,0.004462906625121832,1,2023
2023-01-24 18:00:00,20.900634765625,12.835601806640625,0.6386021375656128,0.041707828640937805,1,2023
2023-01-25 04:00:00,21.9539794921875,12.91033935546875,0.8379303812980652,0.01770012453198433,1,2023
2023-01-25 14:00:00,24.13214111328125,12.443878173828125,0.41863593459129333,0.09376790374517441,1,2023
2023-01-26 00:00:00,17.79541015625,13.1016845703125,0.6072989702224731,0.13507692515850067,1,2023
2023-01-26 10:00:00,28.998077392578125,11.19305419921875,0.7677823901176453,0.0516023226082325,1,2023
2023-01-26 20:00:00,19.6474609375,12.9676513671875,1.2325390577316284,0.08066610991954803,1,2023
2023-01-27 06:00:00,26.987701416015625,12.46978759765625,1.7096588611602783,0.0017014957265928388,1,2023
2023-01-27 16:00:00,22.523162841796875,12.257110595703125,1.3024252653121948,0.0021666267421096563,1,2023
2023-01-28 02:00:00,17.0994873046875,13.05267333984375,1.305389404296875,0.000682793150190264,1,2023
2023-01-28 12:00:00,28.770538330078125,10.715179443359375,0.9923654794692993,0.0017955818912014365,1,2023
2023-01-28 22:00:00,18.542724609375,12.68145751953125,1.1093430519104004,0.002233698032796383,1,2023
2023-01-29 08:00:00,29.577606201171875,11.238677978515625,2.2992959022521973,0.017608195543289185,1,2023
2023-01-29 18:00:00,21.46087646484375,13.987213134765625,1.0782724618911743,0.061292003840208054,1,2023
2023-01-30 04:00:00,23.011871337890625,15.529144287109375,1.0422239303588867,0.015814954414963722,1,2023
2023-01-30 14:00:00,25.3863525390625,14.402862548828125,0.6931092739105225,0.06294234842061996,1,2023
2023-01-31 00:00:00,19.059295654296875,15.60992431640625,1.1067454814910889,0.04971180483698845,1,2023
2023-01-31 10:00:00,29.3741455078125,12.818572998046875,1.8168070316314697,0.04283924400806427,1,2023
2023-01-31 20:00:00,20.70501708984375,14.2088623046875,1.9016538858413696,0.05758406221866608,1,2023
2023-02-01 06:00:00,26.448333740234375,12.909820556640625,2.5801258087158203,0.006773998495191336,2,2023
2023-02-01 16:00:00,22.649993896484375,11.32281494140625,1.8829753398895264,0.019353318959474564,2,2023
2023-02-02 02:00:00,16.8695068359375,10.826568603515625,1.8702853918075562,0.004340535495430231,2,2023
2023-02-02 12:00:00,27.862091064453125,7.6279296875,2.0202999114990234,0.0011945973383262753,2,2023
2023-02-02 22:00:00,17.2747802734375,8.65509033203125,1.6084201335906982,0.0013716791290789843,2,2023
2023-02-03 08:00:00,28.918548583984375,6.70953369140625,1.5818849802017212,0.00023073381453286856,2,2023
2023-02-03 18:00:00,19.80731201171875,8.77581787109375,1.1641420125961304,0.0002360948419664055,2,2023
2023-02-04 04:00:00,22.980804443359375,9.778656005859375,1.189962387084961,9.293351467931643e-06,2,2023
2023-02-04 14:00:00,24.90802001953125,8.819915771484375,1.187856912612915,2.649892110184737e-07,2,2023
2023-02-05 00:00:00,16.544952392578125,8.607513427734375,1.0314468145370483,2.1539158012728876e-07,2,2023
2023-02-05 10:00:00,30.517425537109375,6.893035888671875,0.4983085095882416,0.0005946357268840075,2,2023
2023-02-05 20:00:00,19.107940673828125,9.464508056640625,0.7506279945373535,0.0011174848768860102,2,2023
2023-02-06 06:00:00,28.503753662109375,9.403045654296875,0.40667858719825745,6.080398634367157e-06,2,2023
2023-02-06 16:00:00,23.112152099609375,10.2967529296875,0.38089531660079956,0.00023580911511089653,2,2023
2023-02-07 02:00:00,17.269195556640625,11.7213134765625,0.35414838790893555,9.346761362394318e-05,2,2023
2023-02-07 12:00:00,29.623382568359375,10.432525634765625,0.6037788391113281,0.0012171551352366805,2,2023
2023-02-07 22:00:00,19.090667724609375,12.082183837890625,0.6823896169662476,0.0013676396338269114,2,2023
2023-02-08 08:00:00,30.801971435546875,10.236175537109375,1.1561657190322876,4.124697807128541e-05,2,2023
2023-02-08 18:00:00,21.402740478515625,10.454376220703125,1.2243232727050781,0.00038142516859807074,2,2023
2023-02-09 04:00:00,24.426483154296875,11.023468017578125,0.9048539400100708,1.488050020270748e-05,2,2023
2023-02-09 14:00:00,26.744842529296875,9.45379638671875,0.7598783373832703,0.0004512361192610115,2,2023
2023-02-10 00:00:00,18.239959716796875,10.41619873046875,0.10973870754241943,0.0006847531767562032,2,2023
2023-02-10 10:00:00,32.896514892578125,6.021575927734375,1.0002845525741577,0.0006887793424539268,2,2023
2023-02-10 20:00:00,20.287994384765625,9.432037353515625,0.1623595952987671,0.0007542531238868833,2,2023
2023-02-11 06:00:00,30.240936279296875,7.9739990234375,0.7897136211395264,1.9852870536851697e-05,2,2023
2023-02-11 16:00:00,24.240936279296875,8.811859130859375,1.023828387260437,0.0007703765877522528,2,2023
2023-02-12 02:00:00,17.448760986328125,9.790740966796875,1.1350620985031128,0.0001738652354106307,2,2023
2023-02-12 12:00:00,30.577880859375,6.495330810546875,2.1046690940856934,0.0,2,2023
2023-02-12 22:00:00,18.803192138671875,7.1383056640625,1.8104037046432495,2.2399476051759848e-08,2,2023
2023-02-13 08:00:00,30.54022216796875,3.663238525390625,1.9565820693969727,1.950418209162308e-06,2,2023
2023-02-13 18:00:00,20.435882568359375,5.355621337890625,1.4196070432662964,1.9639699075924e-06,2,2023
2023-02-14 04:00:00,23.562164306640625,5.5133056640625,1.556630253791809,4.375337141482305e-07,2,2023
2023-02-14 14:00:00,25.801177978515625,4.8817138671875,1.2788796424865723,1.538193828309886e-05,2,2023
2023-02-15 00:00:00,16.7310791015625,6.005706787109375,1.1827969551086426,0.0003784970904234797,2,2023
2023-02-15 10:00:00,32.71234130859375,3.679656982421875,1.777927279472351,0.00034719513496384025,2,2023
2023-02-15 20:00:00,19.96380615234375,7.72576904296875,1.0755726099014282,0.002269905526190996,2,2023
2023-02-16 06:00:00,30.677154541015625,6.91119384765625,1.7042663097381592,7.40228870199644e-06,2,2023
2023-02-16 16:00:00,24.51239013671875,7.424713134765625,1.3982441425323486,0.0,2,2023
2023-02-17 02:00:00,18.215484619140625,9.879241943359375,1.094028115272522,2.2604223204325535e-07,2,2023
2023-02-17 12:00:00,31.65057373046875,6.871673583984375,1.5360339879989624,1.0147787179448642e-06,2,2023
2023-02-17 22:00:00,19.41363525390625,9.561798095703125,1.0881682634353638,1.1853877595058293e-06,2,2023
2023-02-18 08:00:00,32.027679443359375,7.9559326171875,1.3626258373260498,0.000278211897239089,2,2023
2023-02-18 18:00:00,22.334991455078125,10.600433349609375,0.8903211951255798,0.0016936782049015164,2,2023
2023-02-19 04:00:00,25.49212646484375,11.972076416015625,1.0182163715362549,0.00015281095693353564,2,2023
2023-02-19 14:00:00,27.69512939453125,10.1162109375,0.7786340117454529,0.0007517639896832407,2,2023
2023-02-20 00:00:00,18.768951416015625,11.016082763671875,0.38261494040489197,0.0010199196403846145,2,2023
2023-02-20 10:00:00,33.496124267578125,7.297027587890625,0.3493337035179138,1.4913769064150983e-06,2,2023
2023-02-20 20:00:00,21.15325927734375,10.369537353515625,0.36943721771240234,2.2389098376152106e-05,2,2023
2023-02-21 06:00:00,31.52362060546875,8.536712646484375,0.32465696334838867,5.9468220570124686e-06,2,2023
2023-02-21 16:00:00,25.34393310546875,8.96337890625,0.44065773487091064,0.0012822117423638701,2,2023
2023-02-22 02:00:00,18.71063232421875,10.567596435546875,0.22002045810222626,0.00035973734338767827,2,2023
2023-02-22 12:00:00,32.36883544921875,6.4674072265625,0.5224530100822449,0.0008054556674323976,2,2023
2023-02-22 22:00:00,19.882904052734375,9.408782958984375,0.138735830783844,0.001442039036192,2,2023
2023-02-23 08:00:00,33.19317626953125,6.833038330078125,0.1699499487876892,2.5760838980204426e-05,2,2023
2023-02-23 18:00:00,22.99029541015625,8.78759765625,0.411483496427536,0.0009214897872880101,2,2023
2023-02-24 04:00:00,26.59661865234375,10.05389404296875,0.4418368935585022,0.00012336806685198098,2,2023
2023-02-24 14:00:00,28.32562255859375,7.735443115234375,0.6316279172897339,0.0012218444608151913,2,2023
2023-02-25 00:00:00,19.145904541015625,8.85955810546875,0.3419498801231384,0.0009174416773021221,2,2023
2023-02-25 10:00:00,33.972625732421875,4.588287353515625,0.8372806310653687,0.0007393020205199718,2,2023
2023-02-25 20:00:00,21.6134033203125,7.916015625,0.547476589679718,0.0018931754166260362,2,2023
2023-02-26 06:00:00,31.49755859375,7.06939697265625,0.9891991019248962,0.0003091458638664335,2,2023
2023-02-26 16:00:00,25.60223388671875,8.157012939453125,0.6368587017059326,0.0007593415793962777,2,2023
2023-02-27 02:00:00,19.365570068359375,9.954986572265625,0.9435077905654907,0.00017086324805859476,2,2023
2023-02-27 12:00:00,32.166015625,6.740936279296875,0.49768370389938354,0.0006042502354830503,2,2023
2023-02-27 22:00:00,20.970062255859375,9.932281494140625,0.8321576118469238,0.0006977480952627957,2,2023
2023-02-28 08:00:00,33.2503662109375,7.59454345703125,1.4674205780029297,0.00046436695265583694,2,2023
2023-02-28 18:00:00,24.108489990234375,9.7982177734375,1.0347119569778442,0.0022066200617700815,2,2023
2023-03-01 04:00:00,26.923248291015625,10.709991455078125,1.2897180318832397,0.0001387902448186651,3,2023
2023-03-01 14:00:00,28.600372314453125,9.155731201171875,0.8156101703643799,0.006861534435302019,3,2023
2023-03-02 00:00:00,20.587890625,9.994232177734375,0.8833386898040771,0.0043841199949383736,3,2023
2023-03-02 10:00:00,33.758697509765625,7.383056640625,1.1135830879211426,0.0016232829075306654,3,2023
2023-03-02 20:00:00,22.6177978515625,9.60931396484375,0.7353513240814209,0.0034316552337259054,3,2023
2023-03-03 06:00:00,32.3909912109375,8.13531494140625,1.2556225061416626,3.361022754688747e-05,3,2023
